"ssn","number","operator" 
"62836481838","09221408061","رایتل"
"59131432208","09176364100","همراه اول"
"59131432208","09820627953","ایرانسل"
"85780006425","09993903560","همراه اول"
"44809928002","09402455690","رایتل"
"20554966126","09701949473","همراه اول"
"20554966126","09746803933","رایتل"
"25462813030","09195822063","همراه اول"
"25462813030","09293667782","رایتل"
"99333501559","09671209281","ایرانسل"
"61735978068","09488457770","ایرانسل"
"42280452688","09720055599","همراه اول"
"47880120390","09324108480","همراه اول"
"47880120390","09834084037","ایرانسل"
"37872828405","09944068292","همراه اول"
"37872828405","09223502588","همراه اول"
"78463324407","09603202055","رایتل"
"78463324407","09893495668","رایتل"
"35017506272","09904749386","ایرانسل"
"53079971973","09663011542","رایتل"
"96727015364","09866470292","ایرانسل"
"51843368407","09958696882","ایرانسل"
"51843368407","09142523813","ایرانسل"
"94346579063","09421084711","رایتل"
"94346579063","09897549604","رایتل"
"56078187727","09827531907","همراه اول"
"93056267865","09446068392","همراه اول"
"42633931564","09928161828","همراه اول"
"89530167781","09736848980","رایتل"
"11127138568","09768050508","همراه اول"
"11127138568","09710758750","رایتل"
"61577580853","09280856318","همراه اول"
"14381161279","09495044138","همراه اول"
"14381161279","09244676680","همراه اول"
"23831802187","09184774375","رایتل"
"65041826114","09691384354","رایتل"
"43436461831","09585837543","ایرانسل"
"50233336012","09125564864","رایتل"
"89265857698","09849809819","رایتل"
"39727369657","09563537698","رایتل"
"39727369657","09809958111","همراه اول"
"10166292125","09535305942","رایتل"
"46831680216","09587382432","همراه اول"
"46831680216","09411688533","همراه اول"
"95704598537","09288565043","ایرانسل"
"95704598537","09200148664","ایرانسل"
"10156446578","09942369433","ایرانسل"
"10156446578","09111761161","همراه اول"
"36357364387","09438824429","همراه اول"
"36357364387","09114811275","رایتل"
"40381655425","09689796847","رایتل"
"89179723861","09470436729","همراه اول"
"89179723861","09349472452","رایتل"
"73141670164","09520261038","همراه اول"
"39470367565","09727481546","همراه اول"
"39470367565","09858256862","رایتل"
"84521249888","09299076902","ایرانسل"
"87538661062","09596221642","رایتل"
"53789770434","09589874741","ایرانسل"
"53789770434","09491172744","همراه اول"
"98518343937","09492206214","همراه اول"
"52596584637","09550438290","ایرانسل"
"45518244074","09627491768","همراه اول"
"45518244074","09424920884","رایتل"
"86540740985","09127964563","ایرانسل"
"86540740985","09302100920","رایتل"
"57638626386","09867711982","رایتل"
"57638626386","09807110497","همراه اول"
"78781828552","09156698228","رایتل"
"78781828552","09495805682","رایتل"
"12335427307","09390517879","همراه اول"
"55732548811","09258758204","همراه اول"
"79708033960","09306528690","همراه اول"
"79708033960","09910756455","ایرانسل"
"28656157283","09980673233","رایتل"
"35478962232","09868792530","ایرانسل"
"35478962232","09559734042","ایرانسل"
"82000854150","09377273677","ایرانسل"
"82000854150","09852625234","همراه اول"
"97691314950","09878672698","رایتل"
"97691314950","09485747682","رایتل"
"13496046492","09242550965","رایتل"
"32959347030","09390540777","همراه اول"
"32959347030","09623301705","رایتل"
"45573661587","09191146793","ایرانسل"
"86671653644","09247532654","رایتل"
"25195970534","09150346513","همراه اول"
"25195970534","09726768280","ایرانسل"
"12534352106","09878822386","ایرانسل"
"44702726421","09949735757","ایرانسل"
"66077242822","09685828615","ایرانسل"
"66077242822","09592022338","ایرانسل"
"63110664821","09907350501","همراه اول"
"17792779374","09849320281","رایتل"
"90555451924","09335251116","ایرانسل"
"90555451924","09725210865","ایرانسل"
"52992309014","09771775701","همراه اول"
"27870087027","09453334408","همراه اول"
"89794839727","09665212447","همراه اول"
"34689816384","09183808786","همراه اول"
"98308967325","09292694621","همراه اول"
"80291273416","09896955952","همراه اول"
"34168235745","09609865815","ایرانسل"
"84262150558","09246126599","رایتل"
"84262150558","09248503543","همراه اول"
"31261473966","09800799309","رایتل"
"87051175464","09212936181","همراه اول"
"34825016069","09323600840","ایرانسل"
"52889899696","09260264976","رایتل"
"52889899696","09764676754","ایرانسل"
"80272675735","09549380687","ایرانسل"
"12947531344","09229904839","ایرانسل"
"98684788892","09778087834","رایتل"
"12548594075","09643816147","ایرانسل"
"12548594075","09685629117","ایرانسل"
"80830006887","09521643933","ایرانسل"
"80830006887","09199355251","رایتل"
"37118616749","09987040171","ایرانسل"
"50915981343","09529963244","همراه اول"
"50915981343","09446785171","همراه اول"
"22085682144","09214781342","رایتل"
"33277101546","09948673782","ایرانسل"
"33277101546","09157015491","رایتل"
"87327158365","09328898140","همراه اول"
"77419658243","09407636753","ایرانسل"
"69316787843","09414456073","ایرانسل"
"81896478486","09586447701","رایتل"
"81896478486","09965408601","رایتل"
"11360720749","09161202853","همراه اول"
"11360720749","09125507995","رایتل"
"18815594023","09509193094","ایرانسل"
"58267872737","09127411591","همراه اول"
"52194733624","09808367679","همراه اول"
"77597725998","09219345858","رایتل"
"77597725998","09250485788","ایرانسل"
"84113778087","09367404593","همراه اول"
"84113778087","09585772400","رایتل"
"13257598614","09619658430","ایرانسل"
"13257598614","09353347302","رایتل"
"83033141045","09158236920","همراه اول"
"89222254681","09262488797","رایتل"
"18805520041","09314014220","رایتل"
"18805520041","09748710405","همراه اول"
"14640573304","09114311375","رایتل"
"14640573304","09378597459","همراه اول"
"85106902104","09820419805","رایتل"
"90933409080","09821853298","رایتل"
"13322585402","09240039695","همراه اول"
"60898787734","09430413592","رایتل"
"34541935915","09105947256","همراه اول"
"34541935915","09706583082","همراه اول"
"25179180261","09822576878","رایتل"
"91262108354","09894486170","ایرانسل"
"91262108354","09671127972","همراه اول"
"51374709703","09229304740","همراه اول"
"51374709703","09715727004","همراه اول"
"32943203628","09225420886","رایتل"
"32943203628","09350643723","همراه اول"
"91146361499","09202831292","همراه اول"
"91146361499","09589304232","همراه اول"
"24369832989","09232300341","ایرانسل"
"24369832989","09117751183","همراه اول"
"49295353519","09357194156","ایرانسل"
"49295353519","09302757165","ایرانسل"
"68283666676","09481765344","همراه اول"
"55438371907","09228363629","رایتل"
"55438371907","09750519365","رایتل"
"54779728712","09878716131","همراه اول"
"54779728712","09428736929","رایتل"
"11439390336","09141113361","رایتل"
"11439390336","09575193629","رایتل"
"49665102106","09501300717","رایتل"
"49665102106","09793710722","ایرانسل"
"15582851384","09886310346","همراه اول"
"15582851384","09971118172","ایرانسل"
"77106223609","09588502815","همراه اول"
"79302977578","09218033675","همراه اول"
"79302977578","09197723479","ایرانسل"
"77806188307","09722205019","رایتل"
"97757769293","09434603288","رایتل"
"97757769293","09463404574","رایتل"
"59023663958","09132871147","ایرانسل"
"59023663958","09767703066","همراه اول"
"26828216099","09392224661","ایرانسل"
"92909745369","09384385869","همراه اول"
"92909745369","09582274725","ایرانسل"
"95117767445","09468577527","ایرانسل"
