"plate","ssn","model","color" 
"36ی949","61354929108","دنا","زیتونی"
"89و127","61354929108","دنا","عنابی"
"21ی524","61354929108","هیوندا","زرد"
"59ر869","30042807208","دنا","سفید"
"64ی625","30042807208","تیوتا","سفید"
"93و302","30042807208","لامبورگینی","سیاه"
"28ب465","30011438390","رانا","فیروزه‌ای"
"28ط171","30011438390","هیوندا","زیتونی"
"74ب497","27542424990","لامبورگینی","سیاه"
"45ط296","27542424990","تیوتا","نقره‌ای"
"71س454","29715098852","لامبورگینی","سبز دودی"
"57ی581","29715098852","تیوتا","آهکی"
"70س564","29715098852","لامبورگینی","آبی کاربنی"
"77ط927","76058235817","پراید","خاکستری"
"41ج741","88412746553","رانا","سفید"
"76ط943","88412746553","تیوتا","زیتونی"
"66ط194","88412746553","پراید","زیتونی"
"10ی648","20081097299","لامبورگینی","سفید"
"17و308","26812403830","هیوندا","سفید"
"29و824","26812403830","پژو","فیروزه‌ای"
"81س022","74376370146","هیوندا","بنفش"
"87ر722","74376370146","رانا","سبز دودی"
"64ر498","74376370146","هیوندا","سبز دودی"
"48ج852","17778548932","دنا","خاکستری"
"17و338","24217467657","پراید","خاکستری"
"85ی322","24217467657","دنا","فیروزه‌ای"
"53ق995","80146288730","دنا","بنفش"
"40س823","47388785832","تیوتا","سیاه"
"85ر215","87542385408","تیوتا","سبز دودی"
"98و678","61154044660","تیوتا","زرد"
"64ب652","61154044660","تیوتا","سیاه"
"87س673","61154044660","دنا","آبی"
"88ب601","83426385106","رانا","سیاه"
"28س224","83170449775","هیوندا","عنابی"
"66ج915","55674019799","پژو","نقره‌ای"
"37و092","55674019799","دنا","زیتونی"
"92و859","55674019799","هیوندا","زرد"
"23ق082","39544935588","دنا","سفید"
"39ج594","39544935588","پژو","آبی"
"36ق770","39544935588","رانا","آهکی"
"15ج870","76271128590","پژو","زیتونی"
"48و191","98398822148","پژو","ارغوانی"
"44س453","74278078141","تیوتا","زیتونی"
"44ر191","74278078141","تیوتا","فیروزه‌ای"
"42ج847","26895668566","پراید","خاکستری"
"90ی766","26895668566","لامبورگینی","خاکستری"
"45س973","26895668566","پژو","سبز دودی"
"59ر237","18760564120","هیوندا","زرد"
"87ق595","18760564120","هیوندا","زیتونی"
"38ط878","18760564120","لامبورگینی","بنفش"
"23ب167","20348697378","تیوتا","خاکستری"
"65ر136","20348697378","تیوتا","نقره‌ای"
"45ج306","20348697378","لامبورگینی","سبز دودی"
"35ط919","45786584414","پراید","آبی"
"37س553","45786584414","تیوتا","زرد"
"16ب868","45786584414","دنا","نقره‌ای"
"38و056","25501714126","تیوتا","فیروزه‌ای"
"27س390","23631490211","لامبورگینی","ارغوانی"
"81ب288","23631490211","پژو","خاکستری"
"95ج368","73159397378","پراید","آبی"
"12ج082","15353242678","لامبورگینی","سیاه"
"92ب073","15353242678","دنا","سیاه"
"55س636","64223792520","هیوندا","سیاه"
"87و268","54768395448","پراید","خاکستری"
"89و274","32994055003","تیوتا","آبی کاربنی"
"99و335","32994055003","لامبورگینی","زیتونی"
"33ب417","45679783606","پراید","آبی کاربنی"
"55ب610","52013208774","تیوتا","آبی"
"93ی305","54038331985","هیوندا","آبی"
"27ط838","73658937863","دنا","ارغوانی"
"96ر113","59620977910","دنا","سفید"
"85ب871","59620977910","رانا","عنابی"
"89ق218","59620977910","پراید","آبی کاربنی"
"68و764","10483740589","لامبورگینی","آهکی"
"46و662","79877361821","لامبورگینی","فیروزه‌ای"
"58ج532","35476628682","پراید","فیروزه‌ای"
"70ر134","35476628682","پژو","سبز"
"32ق078","53581601566","رانا","فیروزه‌ای"
"48ب159","11122921800","پژو","سبز"
"88ط864","11122921800","پراید","آهکی"
"95ر004","72303379565","هیوندا","عنابی"
"25ب448","52864875947","رانا","آبی"
"83ر385","10927614684","پراید","ارغوانی"
"26ی793","46651492500","رانا","نقره‌ای"
"95ط460","46651492500","لامبورگینی","عنابی"
"57ق307","46651492500","لامبورگینی","خاکستری"
"75ط980","55965424315","لامبورگینی","سبز"
"76س235","59440280300","هیوندا","سبز دودی"
"65و219","37390546816","رانا","نقره‌ای"
"24س660","72986560626","پراید","بنفش"
"46و998","97878623170","هیوندا","سفید"
"49ی337","93686163587","دنا","نقره‌ای"
"52س067","91453558494","رانا","ارغوانی"
"30ط329","91453558494","تیوتا","زیتونی"
"80ی035","12299945825","هیوندا","سبز دودی"
"58ط648","86064983099","رانا","ارغوانی"
"96ب540","46927528621","پراید","آبی کاربنی"
"15س971","46927528621","دنا","سفید"
"15ط624","46927528621","رانا","آبی"
"26ب498","25926653101","هیوندا","نقره‌ای"
"43ج940","25926653101","پراید","سیاه"
"90و096","25926653101","پراید","سبز"
"36و261","49632296205","پژو","زرد"
"16و320","10595647594","پژو","سفید"
"78ی529","10595647594","لامبورگینی","خاکستری"
"55ر950","10595647594","دنا","ارغوانی"
"31ی223","13411781722","لامبورگینی","بنفش"
"22ج306","13411781722","لامبورگینی","زیتونی"
"89ج698","88496048851","پژو","زرد"
"77ر417","88496048851","لامبورگینی","سفید"
"51ی181","88496048851","هیوندا","آبی"
"68س453","64574657841","هیوندا","آبی کاربنی"
"26ب626","40064060566","پراید","نقره‌ای"
"58ق773","81681252944","دنا","زرد"
"77ق355","81681252944","رانا","ارغوانی"
"98و821","81681252944","پژو","ارغوانی"
"90ج060","80438161411","تیوتا","سفید"
"60س870","51511945214","رانا","آبی"
"70ر393","32864002843","هیوندا","سفید"
"49ط585","32864002843","پژو","فیروزه‌ای"
"87ج582","57910869090","پراید","آبی کاربنی"
"11ق093","57910869090","پراید","سفید"
"88ج621","57910869090","تیوتا","ارغوانی"
"51س712","72783785248","لامبورگینی","بنفش"
"78ق857","72783785248","رانا","سبز دودی"
"45ط768","72783785248","رانا","آبی"
"11ق791","88464167731","پژو","سفید"
"31ر735","88464167731","تیوتا","نقره‌ای"
"33و999","42452672132","رانا","نقره‌ای"
"38و557","42452672132","هیوندا","زرد"
"62و068","42452672132","پژو","نقره‌ای"
"90ط112","27778004486","پراید","ارغوانی"
"55ی170","27778004486","تیوتا","فیروزه‌ای"
"80و713","27778004486","دنا","سبز دودی"
"68و804","58477815183","تیوتا","آبی"
"70ی505","58477815183","دنا","سبز دودی"
"22ج640","32936176062","پراید","سیاه"
"78ر086","23999969098","لامبورگینی","آبی کاربنی"
"34ط080","23999969098","رانا","آبی"
"61ق161","96369414573","تیوتا","سبز دودی"
"59ب657","96369414573","پژو","نقره‌ای"
"91ب226","96369414573","پژو","سبز دودی"
"97ی935","65726855010","دنا","ارغوانی"
"24ی838","91997120960","هیوندا","زرد"
"73ط916","91997120960","پراید","سفید"
"83ط136","91997120960","هیوندا","آبی کاربنی"
"31ج925","98119564420","پراید","فیروزه‌ای"
"75س609","37850357964","هیوندا","سبز"
"69ق721","37850357964","دنا","آبی"
"90ق440","37850357964","هیوندا","خاکستری"
"44ب346","83444006211","تیوتا","زیتونی"
"67و669","83444006211","پراید","سیاه"
"33ط858","83444006211","رانا","ارغوانی"
"13ب321","31215738228","پراید","خاکستری"
"23ج549","46366737474","پژو","خاکستری"
"21ب661","11696813376","رانا","بنفش"
"71ق645","11696813376","تیوتا","نقره‌ای"
"84ط487","11696813376","هیوندا","سبز"
"71ر528","50094106620","تیوتا","ارغوانی"
"77ق238","50094106620","تیوتا","آبی"
"86ب149","38319754958","تیوتا","زیتونی"
"65ی660","38319754958","هیوندا","سیاه"
"60س364","38319754958","پژو","آبی کاربنی"
"52ب042","86293584095","لامبورگینی","عنابی"
"12س877","86293584095","رانا","نقره‌ای"
"66و805","86293584095","لامبورگینی","نقره‌ای"
"65ر392","65197605712","پژو","ارغوانی"
"19ط606","90226988513","دنا","نقره‌ای"
"85س599","90226988513","رانا","بنفش"
"69ط929","90226988513","پراید","آبی کاربنی"
"93ج843","32602438084","دنا","آبی"
"33ب267","32602438084","لامبورگینی","آبی کاربنی"
"38س645","84889716097","پژو","سبز"
"25س746","84889716097","هیوندا","سیاه"
"17ج281","17295721724","هیوندا","سبز"
"67س591","17295721724","پراید","عنابی"
"35ق435","40955796825","پراید","نقره‌ای"
"46س190","40955796825","دنا","سبز دودی"
"52ق039","21948974695","تیوتا","سفید"
"71ط264","70430501673","رانا","نقره‌ای"
"56ط488","11435415898","هیوندا","سبز"
"77ب901","11435415898","لامبورگینی","نقره‌ای"
"85و059","11435415898","پژو","عنابی"
"81ر123","92644937227","پژو","فیروزه‌ای"
"67ج313","92644937227","تیوتا","آبی"
"83ی104","92644937227","دنا","بنفش"
"91ب849","29550470343","لامبورگینی","زیتونی"
"44ج313","44613027082","پراید","سبز"
"48ق366","44613027082","هیوندا","زیتونی"
"42و292","44613027082","پراید","فیروزه‌ای"
"95ج735","78751882943","تیوتا","خاکستری"
"12ی210","78751882943","لامبورگینی","سبز"
"92ی434","78751882943","هیوندا","بنفش"
"81ط705","86961512319","پراید","ارغوانی"
"73ب912","86961512319","رانا","سبز"
"10ب150","86961512319","پراید","خاکستری"
"22ج008","47751703875","دنا","آهکی"
"25ط518","47751703875","هیوندا","خاکستری"
"16ط515","52727479859","پژو","سبز"
"60ج669","52727479859","دنا","سیاه"
"24و323","65829652386","دنا","سبز"
"13س848","65829652386","دنا","آبی کاربنی"
"80و603","24113244993","لامبورگینی","سفید"
"82ج648","87727137520","رانا","خاکستری"
"66ی576","59052802693","دنا","سفید"
"65و003","59052802693","پراید","عنابی"
"65و917","82308368681","رانا","آبی کاربنی"
"74س476","13536783916","هیوندا","آبی کاربنی"
"80و386","13536783916","دنا","زرد"
"21ب733","13536783916","هیوندا","فیروزه‌ای"
"44ر710","86777640734","تیوتا","آبی کاربنی"
"40ر706","86777640734","دنا","خاکستری"
"70ط961","86777640734","دنا","عنابی"
"88ی803","38236523268","پژو","بنفش"
"73ق424","38236523268","پراید","زیتونی"
"64ب738","38236523268","دنا","آبی کاربنی"
"36ی224","18746597075","تیوتا","عنابی"
"12ی135","17297417543","رانا","سفید"
"15ب269","17297417543","پژو","سبز"
"60ر492","31083660026","دنا","سیاه"
"89ج720","31083660026","لامبورگینی","نقره‌ای"
"12ر441","31083660026","هیوندا","آبی"
"63و061","95351815053","هیوندا","بنفش"
"61ب487","95351815053","دنا","آهکی"
"40ج253","95351815053","هیوندا","فیروزه‌ای"
"75ب174","25243322203","پژو","آهکی"
"88ق751","25243322203","دنا","زیتونی"
"64ب047","25243322203","پراید","عنابی"
"57ب177","75500387464","رانا","سبز دودی"
